GeneID	CommonName	OligosNum	OligosIDs	OligosSites	P-values	log2(MeanRatios)	Description
At2g46170		2	35631459,35631460,	18971921,18972317,	0.00074,0.00041,	1.1,1.2,	reticulon family protein (RTNLB5) weak similarity to Nogo-C protein [Rattus norvegicus] GI:6822251; contains Pfam profile PF02453: Reticulon
At2g46320		2	35631538,35631542,	19019615,19021665,	0.0016,0.00026,	0.83,1.1,	mitochondrial substrate carrier family protein contains Pfam profile: PF00153 mitochondrial carrier protein
At2g46370		2	35631567,35631568,	19038277,19038896,	0.00083,2.3e-05,	1,1.9,	auxin-responsive GH3 family protein similar to auxin-responsive GH3 product [Glycine max] GI:18591; contains Pfam profile PF03321: GH3 auxin-responsive promoter
At2g46410	CPC	2	35631598,35631599,	19058504,19059037,	7.7e-05,1.3e-05,	1.5,2.8,	myb-related protein CAPRICE (CPC) identical to myb-related protein CAPRICE (CPC) GI:2346965 from [Arabidopsis thaliana]
At2g46500		2	35631656,35631657,	19096000,19096594,	0.00013,0.0015,	1.6,1,	phosphatidylinositol 3- and 4-kinase family protein / ubiquitin family protein contains INTERPRO:IPR000626 ubiquitin domain
At2g46510		2	35631664,35631665,	19101097,19101561,	0.0071,0.0057,	0.63,0.68,	basic helix-loop-helix (bHLH) family protein contains Pfam profile: PF00010 helix-loop-helix DNA-binding domain
At2g46535		2	35631688,35631689,	19115318,19116225,	0.0078,0.0013,	0.8,1,	expressed protein 
At2g46550		2	35631697,35631698,	19121328,19121732,	0.00082,0.0005,	1,1.3,	expressed protein 
At2g46580		2	35631727,35631728,	19137871,19138301,	0.00072,0.00081,	1.1,0.89,	pyridoxine 5'-phosphate oxidase-related similar to pyridoxine 5'-phosphate oxidase (GI:3237304) [Rattus norvegicus]; similar to pyridoxamine 5'-phosphate oxidase (GI:22294052) [Thermosynechococcus elongatus BP-1]
At2g46700		2	35631813,35631814,	19193658,19194148,	0.00056,0.00014,	0.97,1.5,	calcium-dependent protein kinase, putative / CDPK, putative similar to calcium/calmodulin-dependent protein kinase homolog MCK1 [Zea mays] gi|1839597|gb|AAB47181
At2g46710		2	35631819,35631820,	19198377,19199165,	0.00091,0.0005,	1.1,1.1,	rac GTPase activating protein, putative similar to rac GTPase activating protein 2 [Lotus japonicus] GI:3695061; contains Pfam profiles PF00620: RhoGAP domain, PF00786: P21-Rho-binding domain
At2g46790	APRR9;PRR9;TL1	2	35631882,35631883,	19239389,19239891,	6.3e-06,2.2e-05,	2.4,1.9,	pseudo-response regulator 9 (APRR9) / timing of CAB expression 1-like protein (TL1) identical to pseudo-response regulator 9 GI:10281000 from [Arabidopsis thaliana], timing of CAB expression 1-like protein [Arabidopsis thaliana] GI:9247022; contains Pfam profile PF00072: Response regulator receiver domain; identical to cDNA timing of CAB expression 1-like protein  GI:9247021
At2g46820		2	35631900,35631901,	19250248,19250757,	0.0062,0.0025,	0.84,1.1,	expressed protein 
At2g46830	CCA1	2	35631904,35631905,	19252190,19252650,	0.0021,0.00095,	1,1,	myb-related transcription factor (CCA1) identical to myb-related transcription factor (CCA1) GI:4090569 from [Arabidopsis thaliana]
At2g46910		2	35631945,35631946,	19279166,19279592,	0.0026,0.0023,	0.91,0.78,	plastid-lipid associated protein PAP / fibrillin family protein contains Pfam profile PF04755: PAP_fibrillin
At2g46940		2	35631973,35631975,	19295153,19296313,	0.0071,4.7e-05,	0.76,1.4,	expressed protein  
At2g47000		2	35632006,35632017,	19317274,19323062,	0.0083,0.0048,	0.84,0.96,	multidrug resistant (MDR) ABC transporter, putative similar to multidrug-resistant protein CjMDR1 [Coptis japonica] GI:14715462, MDR-like p-glycoprotein [Arabidopsis thaliana] GI:24324262; contains Pfam profiles PF00005: ABC transporter, PF00664: ABC transporter transmembrane region
At2g47060		2	35632045,35632046,	19342552,19342985,	0.00033,0.00029,	1.4,1.2,	serine/threonine protein kinase, putative similar to Pto kinase interactor 1 (Pti1)[Lycopersicon esculentum] gi|3668069|gb|AAC61805
At2g47210		2	35632118,35632119,	19385909,19386302,	0.0006,7.5e-05,	0.99,1.3,	myb family transcription factor contains Pfam profile: PF00249 myb DNA-binding domain
At2g47500		2	35632303,35632304,	19498260,19498659,	0.0098,0.00031,	1.1,1.4,	kinesin motor protein-related  
At2g47730		2	35632414,35632415,	19564866,19565271,	8.8e-05,0.00043,	1.5,1,	glutathione S-transferase 6 (GST6) identical to GB:X95295. Based on identical cDNA hits, the translation is now 40 AAs longer at the N-terminal, and start of exon2 is also corrected.
At2g47870		2	35632487,35632488,	19609858,19610271,	6e-05,0.00038,	1.6,1.2,	glutaredoxin family protein contains INTERPRO Domain IPR002109, Glutaredoxin (thioltransferase)
At3g01140	MYB106	2	35632735,35632736,	49083,49632,	0.00047,2.9e-05,	1.1,1.6,	myb family transcription factor (MYB106) similar to transforming protein (myb) homolog GB:S26605 from [Petunia x hybrida]
At3g01150		2	35632737,35632738,	50093,50545,	3.7e-05,0.00021,	1.8,1.2,	polypyrimidine tract-binding protein, putative / heterogeneous nuclear ribonucleoprotein, putative similar to Polypyrimidine tract-binding protein 1 (PTB) (Heterogeneous nuclear ribonucleoprotein I) (hnRNP I) from {Sus scrofa} SP|Q29099, {Mus musculus} SP|P17225; contains InterPro entry IPR000504: RNA-binding region RNP-1 (RNA recognition motif) (RRM)
At3g01470	ATHB-1;ATHB1;HAT5;HD-ZIP-1	2	35632958,35632959,	185315,185878,	0.00058,0.0099,	1.1,0.7,	homeobox-leucine zipper protein 5 (HAT5) / HD-ZIP protein 5 / HD-ZIP protein (HB-1) identical to homeobox-leucine zipper protein HAT5 (HD-ZIP protein 5) (HD-ZIP protein ATHB-1) GB:Q02283 [Arabidopsis thaliana]
At3g01490		2	35632971,35632972,	192931,193559,	0.0087,0.00019,	0.66,1.2,	protein kinase, putative similar to ATMRK1 [Arabidopsis thaliana] gi|2351097|dbj|BAA22079
At3g01650		2	35633050,35633051,	241891,242327,	0.0029,0.001,	0.73,0.98,	copine-related low similarity to SP|Q99829 Copine I {Homo sapiens}
At3g01810		2	35633133,35633134,	288308,288780,	0.00056,0.0047,	1.2,0.81,	expressed protein 
At3g02050		2	35633234,35633235,	350511,351042,	0.0016,0.0034,	0.79,0.73,	potassium transporter (KUP3) nearly identical to potassium transporter KUP3p [Arabidopsis thaliana] gi|6742169|gb|AAF19432; similar to tiny root hair 1 protein [Arabidopsis thaliana] gi|11181958|emb|CAC16137; KUP/HAK/KT Transporter family member, PMID:11500563
At3g02100		2	35633270,35633271,	369316,369757,	0.0059,0.00026,	0.67,1.2,	UDP-glucoronosyl/UDP-glucosyl transferase family protein contains Pfam profile: PF00201 UDP-glucoronosyl and UDP-glucosyl transferase
At3g02150	PTF1;TFPD	2	35633306,35633308,	389230,390902,	0.0011,1.9e-05,	1.2,1.7,	TCP family transcription factor, putative similar to transcription factor PCF6 [Oryza sativa (japonica cultivar-group)] GI:20975255; contains Pfam profile PF03634: TCP family transcription factor
At3g02350		2	35633454,35633455,	478897,479647,	0.0024,0.0033,	1,0.78,	glycosyl transferase family 8 protein contains Pfam profile: PF01501 glycosyl transferase family 8
At3g02410		2	35633480,35633484,	493326,495251,	0.001,0.0003,	0.88,1.2,	hypothetical protein weak similarity to kynurenine formamidase [Mus musculus] GI:21552719
At3g02550		2	35633549,35633550,	538028,538519,	0.00019,0.00014,	1.2,1.3,	LOB domain protein 41 / lateral organ boundaries domain protein 41 (LBD41) identical to LOB DOMAIN 41 [Arabidopsis thaliana] GI:17227172
At3g02750		2	35633644,35633645,	596660,597050,	0.0063,0.005,	0.83,0.74,	protein phosphatase 2C family protein / PP2C family protein similar to protein phosphatase-2C; PP2C (GI:3643088) [Mesembryanthemum crystallinum]; contains Pfam PF00481 : Protein phosphatase 2C domain;
At3g02840		2	35633679,35633681,	616722,617749,	0.009,0.0019,	0.64,0.94,	immediate-early fungal elicitor family protein similar to immediate-early fungal elicitor protein CMPG1 (GI:14582200) [Petroselinum crispum]
At3g02990	ATHSFA1E;HSFA1E	2	35633773,35633774,	673523,674093,	9.7e-06,0.00019,	2.6,1.1,	heat shock factor protein 2 (HSF2) / heat shock transcription factor 2 (HSTF2) identical to heat shock transcription factor 2 (HSF2) SP:Q96320 from  [Arabidopsis thaliana]; contains Pfam profile: PF00447 HSF-type DNA-binding domain
At3g03050		2	35633796,35633797,	686719,687247,	0.0015,0.0014,	0.93,0.89,	cellulose synthase family protein (CslD3) similar to cellulose synthase catalytic subunit gi:2827143 from [Arabidopsis thaliana], cellulose synthase-7 (gi:9622886) from Zea mays; contains Pfam profile PF03552: Cellulose synthase
At3g03150		2	35633873,35633874,	728386,729238,	0.0017,0.0055,	0.96,0.68,	expressed protein 
At3g03160		2	35633875,35633876,	729705,730118,	0.00019,0.0059,	2,0.96,	expressed protein 
At3g03170		2	35633879,35633880,	731662,732098,	0.00029,0.00047,	1.4,1.2,	expressed protein 
At3g03180		2	35633882,35633883,	733019,733782,	0.0029,5.7e-05,	0.9,1.4,	Got1-like family protein contains Pfam profile: PF04178 Got1-like family
At3g03270		2	35633924,35633925,	761638,762129,	0.0002,0.0012,	1.4,0.89,	universal stress protein (USP) family protein / early nodulin ENOD18 family protein contains Pfam profile PF00582: universal stress protein family; similar to early nodulin ENOD18 (GI:11602747) [Vicia faba]
At3g03350		2	35633975,35633978,	790812,792471,	0.00029,0.0097,	1.4,0.62,	short-chain dehydrogenase/reductase (SDR) family protein contains Pfam profile PF00106: short chain dehydrogenase
At3g03450	RGL2	2	35634024,35634025,	822414,822880,	0.00081,0.0088,	1.3,0.6,	gibberellin response modulator, putative / gibberellin-responsive modulator, putative similar to GAI (GI:2569938), RGA1 (GB:AAC67333) and  RGA2 (GI:2339980) [Arabidopsis thaliana]; possible involvement in nitrogen metabolism
At3g03550		2	35634070,35634071,	851412,851943,	0.00079,2.4e-05,	0.89,1.7,	zinc finger (C3HC4-type RING finger) family protein contains zinc finger domain, C3HC4 type (RING finger) 152633.
At3g03780		2	35634246,35634247,	956309,956996,	0.0067,0.0062,	0.74,0.65,	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase, putative / vitamin-B12-independent methionine synthase, putative / cobalamin-independent methionine synthase, putative very strong similarity to SP|O50008 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14) (Vitamin-B12-independent methionine synthase isozyme) (Cobalamin-independent methionine synthase isozyme) {Arabidopsis thaliana}; contains Pfam profile PF01717: Methionine synthase, vitamin-B12 independent
At3g03790		2	35634255,35634256,	961132,961743,	0.00014,3.9e-05,	1.3,1.7,	ankyrin repeat family protein / regulator of chromosome condensation (RCC1) family protein similar to hect domain and RLD 2 GB:NP_004658 [Homo sapiens]; contains Pfam PF00415: Regulator of chromosome condensation (RCC1); contains Pfam PF00023: Ankyrin repeat; similar to rjs (GI:3414809) [Mus musculus]; similar to  HERC2 (GI:4079809) [Homo sapiens]
At3g03990		2	35634371,35634372,	1033586,1034028,	0.0012,0.0057,	1.1,0.74,	esterase/lipase/thioesterase family protein low similarity to 3-oxoadipate enol-lactone hydrolase [Pseudomonas sp. B13] GI:17736948, esterase V [Pseudomonas sp.] GI:402521; contains Interpro entry IPR000379
At3g04000		2	35634373,35634375,	1034908,1036019,	0.00058,0.0021,	1.1,0.78,	short-chain dehydrogenase/reductase (SDR) family protein similar to SP|Q08632 Short-chain type dehydrogenase/reductase (EC 1.-.-.-) {Picea abies}; contains Pfam:PF00106 oxidoreductase, short chain dehydrogenase/reductase family
At3g04070	ANAC047	2	35634415,35634420,	1063934,1068033,	0.00016,0.00016,	1.1,1.4,	no apical meristem (NAM) family protein contains Pfam PF02365: No apical meristem (NAM) domain; similar to NAM GB:CAA63101 [Petunia x hybrida]
At3g04120		2	35634440,35634441,	1080631,1081049,	0.0019,0.00043,	1,1.3,	glyceraldehyde-3-phosphate dehydrogenase, cytosolic (GAPC) / NAD-dependent glyceraldehyde-3-phosphate dehydrogenase identical to SP|P25858 Glyceraldehyde 3-phosphate dehydrogenase, cytosolic (EC 1.2.1.12) {Arabidopsis thaliana}
At3g04130		2	35634446,35634447,	1083438,1083834,	4.2e-05,0.0025,	1.4,0.98,	pentatricopeptide (PPR) repeat-containing protein 
At3g04140		2	35634451,35634453,	1086472,1087918,	0.0072,0.0087,	0.69,0.63,	ankyrin repeat family protein contains ankyrin repeats, Pfam:PF00023
At3g04240		2	35634505,35634506,	1120647,1121125,	0.0028,0.0016,	0.74,1.1,	O-linked N-acetyl glucosamine transferase, putative similar to O-GlcNAc transferase, Homo sapiens [SP|O15294], Rattus norvegicus [SP|P56558]; contains Pfam profile PF00515: TPR Domain; identical to cDNA GI:18139886
At3g04720		2	35634774,35634779,	1285783,1288658,	0.004,0.0077,	0.81,0.71,	hevein-like protein (HEL) identical to SP|P43082 Hevein-like protein precursor {Arabidopsis thaliana}; similar to SP|P09762 Wound-induced protein WIN2 precursor {Solanum tuberosum}; contains Pfam profile PF00187: Chitin recognition protein
At3g04740		2	35634788,35634789,	1293242,1293808,	0.0029,0.0091,	0.75,0.79,	expressed protein (SWP1) 
At3g04930		2	35634895,35634896,	1362329,1363113,	0.0086,0.00067,	0.83,1,	expressed protein  contains Pfam profile: PF04504 protein of unknown function, DUF573
At3g05165		2	35635052,35635054,	1461882,1464629,	0.002,0.00048,	0.85,1.1,	sugar transporter, putative similar to sugar-porter family proteins 1 and 2 [Arabidopsis thaliana] GI:14585699, GI:14585701; contains Pfam profile PF00083: major facilitator superfamily protein
At3g05360		2	35635171,35635176,	1533369,1535901,	0.00097,0.00061,	0.88,1,	disease resistance family protein / LRR family protein contains leucine rich-repeat domains Pfam:PF00560, INTERPRO:IPR001611; similar to elicitor-inducible LRR receptor-like protein EILP [Nicotiana tabacum] gi|6635236|dbj|BAA88636; similar to Cf-2.2 [Lycopersicon pimpinellifolium] gi|1184077|gb|AAC15780
At3g05370		2	35635177,35635178,	1536403,1537160,	0.0029,0.0065,	0.78,0.69,	disease resistance family protein contains leucine rich-repeat domains Pfam:PF00560, INTERPRO:IPR001611; similar to Cf-2 disease resistance protein GB:AAC15780 from [Lycopersicon pimpinellifolium]
At3g05580		2	35635316,35635317,	1620162,1620596,	0.0014,1.1e-05,	0.97,1.8,	serine/threonine protein phosphatase, putative similar to serine/threonine protein phosphatase PP1 isozyme 8 SP:O82734 from [Arabidopsis thaliana]
At3g05640		2	35635358,35635359,	1644449,1644932,	0.0069,0.0069,	0.66,0.72,	protein phosphatase 2C, putative / PP2C, putative similar to protein phosphatase-2C GB:AAC36699 from [Mesembryanthemum crystallinum]
At3g05690	ATHAP2B;HAP2;HAP2B	2	35635420,35635421,	1681669,1682102,	0.0085,0.00022,	0.65,1.1,	CCAAT-binding transcription factor (CBF-B/NF-YA) family protein contains Pfam profile: PF02045 CCAAT-binding transcription factor (CBF-B/NF-YA) subunit B
At3g05730		2	35635446,35635447,	1695844,1696274,	0.0022,0.0033,	0.91,0.92,	expressed protein 
At3g05800		2	35635502,35635503,	1726628,1727281,	0.00011,0.0024,	1.7,0.99,	expressed protein 
At3g05910		2	35635564,35635565,	1767926,1768715,	0.0018,0.0028,	0.82,0.72,	pectinacetylesterase, putative similar to pectinacetylesterase precursor GI:1431629 from [Vigna radiata]
At3g06070		2	35635669,35635670,	1833673,1834151,	0.00091,0.0012,	1.1,0.86,	expressed protein 
At3g06480		2	35635930,35635931,	1990270,1990698,	0.0025,0.0046,	1.1,0.93,	DEAD box RNA helicase, putative similar to RNA helicase DRH1 [Arabidopsis thaliana] GI:3149952; contains Pfam profiles PF00270: DEAD/DEAH box helicase, PF00271: Helicase conserved C-terminal domain, PF00397: WW domain
At3g06500		2	35635960,35635961,	2011422,2011855,	1.8e-05,2.2e-05,	1.8,1.9,	beta-fructofuranosidase, putative / invertase, putative / saccharase, putative / beta-fructosidase, putative similar to neutral invertase [Daucus carota] GI:4200165; contains Pfam profile PF04853: Plant neutral invertase
At3g06590		2	35636036,35636037,	2055936,2056530,	0.0001,0.0027,	1.5,0.79,	expressed protein 
At3g06620		2	35636054,35636055,	2068804,2069331,	0.0067,0.0072,	0.74,0.64,	protein kinase family protein contains Pfam domain, PF00069: Protein kinase domain
At3g06750		2	35636160,35636161,	2130837,2131354,	0.0023,5.6e-05,	1.3,1.3,	hydroxyproline-rich glycoprotein family protein contains proline-rich extensin domains, INTERPRO:IPR002965
At3g06840		2	35636206,35636208,	2156472,2157405,	0.00011,0.0016,	1.3,1.2,	expressed protein 
At3g07090		2	35636367,35636368,	2244544,2244938,	0.00031,8.1e-06,	1.2,2.3,	expressed protein 
At3g07130		2	35636389,35636390,	2257699,2258221,	0.0079,8.9e-05,	0.77,1.5,	serine/threonine protein phosphatase family protein contains similarity to purple acid phosphatase [Arabidopsis thaliana] gi|20257489|gb|AAM15914
At3g07170		2	35636427,35636428,	2280039,2280432,	0.0013,0.0066,	0.87,0.7,	sterile alpha motif (SAM) domain-containing protein contains Pfam profile PF00536: SAM domain (Sterile alpha motif)
At3g07330		2	35636528,35636529,	2339226,2339611,	0.00024,0.00062,	1.4,1,	glycosyl transferase family 2 protein similar to beta-(1-3)-glucosyl transferase GB:AAC62210 GI:3687658 from [Bradyrhizobium japonicum], cellulose synthase from Agrobacterium tumeficiens [gi:710492] and Agrobacterium radiobacter [gi:710493]; contains Pfam glycosyl transferase, group 2 family protein domain PF00535
At3g07350		2	35636539,35636540,	2347093,2347501,	0.0032,0.002,	0.82,0.87,	expressed protein contains Pfam profile PF04720: Protein of unknown function (DUF506)
At3g07460		2	35636597,35636598,	2385962,2386723,	0.0022,0.0013,	1,0.99,	expressed protein contains Pfam profile PF04398: Protein of unknown function, DUF538
At3g07470		2	35636600,35636601,	2388066,2388534,	0.00088,0.00049,	0.99,1.5,	expressed protein contains Pfam profile PF04398: Protein of unknown function, DUF538
